batting_team,bowling_team,venue,runs,wickets,overs,runs_last_5,wickets_last_5,crr,overs_left,wkts_in_hand,in_powerplay,remaining_runs
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",150,4,19.0,35.0,2.0,7.894736842105263,1.0,6,0,11
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,11,0,1.0,11.0,0.0,11.0,19.0,10,1,177
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,15,0,2.0,15.0,0.0,7.5,18.0,10,1,173
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,24,0,3.0,24.0,0.0,8.0,17.0,10,1,164
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,32,2,4.0,32.0,2.0,8.0,16.0,8,1,156
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,45,2,5.0,45.0,2.0,9.0,15.0,8,1,143
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,52,3,6.0,41.0,3.0,8.666666666666666,14.0,7,1,136
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,58,3,7.0,43.0,3.0,8.285714285714286,13.0,7,0,130
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,66,3,8.0,42.0,3.0,8.25,12.0,7,0,122
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,70,4,9.0,38.0,2.0,7.777777777777778,11.0,6,0,118
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,79,4,10.0,34.0,2.0,7.9,10.0,6,0,109
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,86,4,11.0,34.0,1.0,7.818181818181818,9.0,6,0,102
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,91,4,12.0,33.0,1.0,7.583333333333333,8.0,6,0,97
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,100,4,13.0,34.0,1.0,7.6923076923076925,7.0,6,0,88
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,111,4,14.0,41.0,0.0,7.928571428571429,6.0,6,0,77
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,120,4,15.0,41.0,0.0,8.0,5.0,6,0,68
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,131,4,16.0,45.0,0.0,8.1875,4.0,6,0,57
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,148,5,17.0,57.0,1.0,8.705882352941176,3.0,5,0,40
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,168,5,18.0,68.0,1.0,9.333333333333334,2.0,5,0,20
Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,177,5,19.0,66.0,1.0,9.31578947368421,1.0,5,0,11
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,10,0,1.0,10.0,0.0,10.0,19.0,10,1,171
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,15,0,2.0,15.0,0.0,7.5,18.0,10,1,166
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,24,1,3.0,24.0,1.0,8.0,17.0,9,1,157
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,29,1,4.0,29.0,1.0,7.25,16.0,9,1,152
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,40,1,5.0,40.0,1.0,8.0,15.0,9,1,141
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,46,2,6.0,36.0,2.0,7.666666666666667,14.0,8,1,135
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,59,2,7.0,44.0,2.0,8.428571428571429,13.0,8,0,122
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,68,2,8.0,44.0,1.0,8.5,12.0,8,0,113
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,70,3,9.0,41.0,2.0,7.777777777777778,11.0,7,0,111
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,80,3,10.0,40.0,2.0,8.0,10.0,7,0,101
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,83,3,11.0,37.0,1.0,7.545454545454546,9.0,7,0,98
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,86,3,12.0,27.0,1.0,7.166666666666667,8.0,7,0,95
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,99,3,13.0,31.0,1.0,7.615384615384615,7.0,7,0,82
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,106,3,14.0,36.0,0.0,7.571428571428571,6.0,7,0,75
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,116,3,15.0,36.0,0.0,7.733333333333333,5.0,7,0,65
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,125,3,16.0,42.0,0.0,7.8125,4.0,7,0,56
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,146,4,17.0,60.0,1.0,8.588235294117647,3.0,6,0,35
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,159,4,18.0,60.0,1.0,8.833333333333334,2.0,6,0,22
Kolkata Knight Riders,Deccan Chargers,Eden Gardens,169,6,19.0,63.0,3.0,8.894736842105264,1.0,4,0,12
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",1,0,1.0,1.0,0.0,1.0,19.0,10,1,180
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",8,1,2.0,8.0,1.0,4.0,18.0,9,1,173
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",17,1,3.0,17.0,1.0,5.666666666666667,17.0,9,1,164
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",30,1,4.0,30.0,1.0,7.5,16.0,9,1,151
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",36,1,5.0,36.0,1.0,7.2,15.0,9,1,145
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",41,1,6.0,40.0,1.0,6.833333333333333,14.0,9,1,140
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",46,1,7.0,38.0,0.0,6.571428571428571,13.0,9,0,135
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",60,1,8.0,43.0,0.0,7.5,12.0,9,0,121
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",66,2,9.0,36.0,1.0,7.333333333333333,11.0,8,0,115
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",74,2,10.0,38.0,1.0,7.4,10.0,8,0,107
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",84,2,11.0,43.0,1.0,7.636363636363637,9.0,8,0,97
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",88,3,12.0,42.0,2.0,7.333333333333333,8.0,7,0,93
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",97,3,13.0,37.0,2.0,7.461538461538462,7.0,7,0,84
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",105,3,14.0,39.0,1.0,7.5,6.0,7,0,76
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",119,3,15.0,45.0,1.0,7.933333333333334,5.0,7,0,62
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",132,3,16.0,48.0,1.0,8.25,4.0,7,0,49
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",140,3,17.0,52.0,0.0,8.235294117647058,3.0,7,0,41
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",152,4,18.0,55.0,1.0,8.444444444444445,2.0,6,0,29
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",163,4,19.0,58.0,1.0,8.578947368421053,1.0,6,0,18
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",8,0,1.0,8.0,0.0,8.0,19.0,10,1,238
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",23,0,2.0,23.0,0.0,11.5,18.0,10,1,223
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",31,0,3.0,31.0,0.0,10.333333333333334,17.0,10,1,215
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",37,0,4.0,37.0,0.0,9.25,16.0,10,1,209
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",50,0,5.0,50.0,0.0,10.0,15.0,10,1,196
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",66,1,6.0,58.0,1.0,11.0,14.0,9,1,180
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",77,1,7.0,54.0,1.0,11.0,13.0,9,0,169
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",82,1,8.0,51.0,1.0,10.25,12.0,9,0,164
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",89,2,9.0,52.0,2.0,9.88888888888889,11.0,8,0,157
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",91,2,10.0,41.0,2.0,9.1,10.0,8,0,155
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",97,2,11.0,31.0,1.0,8.818181818181818,9.0,8,0,149
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",113,2,12.0,36.0,1.0,9.416666666666666,8.0,8,0,133
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",129,2,13.0,47.0,1.0,9.923076923076923,7.0,8,0,117
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",151,2,14.0,62.0,0.0,10.785714285714286,6.0,8,0,95
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",170,2,15.0,79.0,0.0,11.333333333333334,5.0,8,0,76
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",196,2,16.0,99.0,0.0,12.25,4.0,8,0,50
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",208,2,17.0,95.0,0.0,12.235294117647058,3.0,8,0,38
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",226,2,18.0,97.0,0.0,12.555555555555555,2.0,8,0,20
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",235,2,19.0,84.0,0.0,12.368421052631579,1.0,8,0,11
Mumbai Indians,Deccan Chargers,Brabourne Stadium,12,0,1.0,12.0,0.0,12.0,19.0,10,1,166
Mumbai Indians,Deccan Chargers,Brabourne Stadium,18,0,2.0,18.0,0.0,9.0,18.0,10,1,160
Mumbai Indians,Deccan Chargers,Brabourne Stadium,28,0,3.0,28.0,0.0,9.333333333333334,17.0,10,1,150
Mumbai Indians,Deccan Chargers,Brabourne Stadium,39,0,4.0,39.0,0.0,9.75,16.0,10,1,139
Mumbai Indians,Deccan Chargers,Brabourne Stadium,47,0,5.0,47.0,0.0,9.4,15.0,10,1,131
Mumbai Indians,Deccan Chargers,Brabourne Stadium,53,0,6.0,41.0,0.0,8.833333333333334,14.0,10,1,125
Mumbai Indians,Deccan Chargers,Brabourne Stadium,54,1,7.0,36.0,1.0,7.714285714285714,13.0,9,0,124
Mumbai Indians,Deccan Chargers,Brabourne Stadium,56,2,8.0,28.0,2.0,7.0,12.0,8,0,122
Mumbai Indians,Deccan Chargers,Brabourne Stadium,62,3,9.0,23.0,3.0,6.888888888888889,11.0,7,0,116
Mumbai Indians,Deccan Chargers,Brabourne Stadium,70,3,10.0,23.0,3.0,7.0,10.0,7,0,108
Mumbai Indians,Deccan Chargers,Brabourne Stadium,79,3,11.0,26.0,3.0,7.181818181818182,9.0,7,0,99
Mumbai Indians,Deccan Chargers,Brabourne Stadium,84,3,12.0,30.0,2.0,7.0,8.0,7,0,94
Mumbai Indians,Deccan Chargers,Brabourne Stadium,90,3,13.0,34.0,1.0,6.923076923076923,7.0,7,0,88
Mumbai Indians,Deccan Chargers,Brabourne Stadium,104,3,14.0,42.0,0.0,7.428571428571429,6.0,7,0,74
Mumbai Indians,Deccan Chargers,Brabourne Stadium,114,3,15.0,44.0,0.0,7.6,5.0,7,0,64
Mumbai Indians,Deccan Chargers,Brabourne Stadium,125,3,16.0,46.0,0.0,7.8125,4.0,7,0,53
Mumbai Indians,Deccan Chargers,Brabourne Stadium,135,4,17.0,51.0,1.0,7.9411764705882355,3.0,6,0,43
Mumbai Indians,Deccan Chargers,Brabourne Stadium,144,4,18.0,54.0,1.0,8.0,2.0,6,0,34
Mumbai Indians,Deccan Chargers,Brabourne Stadium,164,4,19.0,60.0,1.0,8.631578947368421,1.0,6,0,14
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,9,0,1.0,9.0,0.0,9.0,19.0,10,1,191
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,17,0,2.0,17.0,0.0,8.5,18.0,10,1,183
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,25,0,3.0,25.0,0.0,8.333333333333334,17.0,10,1,175
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,31,0,4.0,31.0,0.0,7.75,16.0,10,1,169
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,46,0,5.0,46.0,0.0,9.2,15.0,10,1,154
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,53,0,6.0,44.0,0.0,8.833333333333334,14.0,10,1,147
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,55,0,7.0,38.0,0.0,7.857142857142857,13.0,10,0,145
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,58,1,8.0,33.0,1.0,7.25,12.0,9,0,142
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,62,1,9.0,31.0,1.0,6.888888888888889,11.0,9,0,138
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,69,1,10.0,23.0,1.0,6.9,10.0,9,0,131
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,78,1,11.0,25.0,1.0,7.090909090909091,9.0,9,0,122
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,89,1,12.0,34.0,1.0,7.416666666666667,8.0,9,0,111
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,122,1,13.0,64.0,0.0,9.384615384615385,7.0,9,0,78
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,133,1,14.0,71.0,0.0,9.5,6.0,9,0,67
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,149,1,15.0,80.0,0.0,9.933333333333334,5.0,9,0,51
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,159,2,16.0,81.0,1.0,9.9375,4.0,8,0,41
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,165,2,17.0,76.0,1.0,9.705882352941176,3.0,8,0,35
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,178,2,18.0,56.0,1.0,9.88888888888889,2.0,8,0,22
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,188,3,19.0,55.0,2.0,9.894736842105264,1.0,7,0,12
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2,0,1.0,2.0,0.0,2.0,19.0,10,1,182
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,11,0,2.0,11.0,0.0,5.5,18.0,10,1,173
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,25,0,3.0,25.0,0.0,8.333333333333334,17.0,10,1,159
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,35,0,4.0,35.0,0.0,8.75,16.0,10,1,149
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,48,1,5.0,48.0,1.0,9.6,15.0,9,1,136
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,54,2,6.0,52.0,2.0,9.0,14.0,8,1,130
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,57,2,7.0,46.0,2.0,8.142857142857142,13.0,8,0,127
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,65,2,8.0,40.0,2.0,8.125,12.0,8,0,119
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,79,2,9.0,44.0,2.0,8.777777777777779,11.0,8,0,105
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,89,3,10.0,41.0,2.0,8.9,10.0,7,0,95
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,92,4,11.0,38.0,2.0,8.363636363636363,9.0,6,0,92
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,111,4,12.0,54.0,2.0,9.25,8.0,6,0,73
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,115,4,13.0,50.0,2.0,8.846153846153847,7.0,6,0,69
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,122,4,14.0,43.0,2.0,8.714285714285714,6.0,6,0,62
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,125,5,15.0,36.0,2.0,8.333333333333334,5.0,5,0,59
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,138,5,16.0,46.0,1.0,8.625,4.0,5,0,46
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,145,5,17.0,34.0,1.0,8.529411764705882,3.0,5,0,39
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,154,5,18.0,39.0,1.0,8.555555555555555,2.0,5,0,30
Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,173,5,19.0,51.0,1.0,9.105263157894736,1.0,5,0,11
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",6,0,1.0,6.0,0.0,6.0,19.0,10,1,153
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",16,0,2.0,16.0,0.0,8.0,18.0,10,1,143
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",22,2,3.0,22.0,2.0,7.333333333333333,17.0,8,1,137
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",34,2,4.0,34.0,2.0,8.5,16.0,8,1,125
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",37,2,5.0,37.0,2.0,7.4,15.0,8,1,122
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",48,2,6.0,42.0,2.0,8.0,14.0,8,1,111
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",53,2,7.0,37.0,2.0,7.571428571428571,13.0,8,0,106
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",65,2,8.0,43.0,0.0,8.125,12.0,8,0,94
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",75,2,9.0,41.0,0.0,8.333333333333334,11.0,8,0,84
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",82,2,10.0,45.0,0.0,8.2,10.0,8,0,77
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",94,3,11.0,46.0,1.0,8.545454545454545,9.0,7,0,65
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",101,3,12.0,48.0,1.0,8.416666666666666,8.0,7,0,58
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",107,4,13.0,42.0,2.0,8.23076923076923,7.0,6,0,52
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",122,4,14.0,47.0,2.0,8.714285714285714,6.0,6,0,37
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",128,4,15.0,46.0,2.0,8.533333333333333,5.0,6,0,31
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",130,6,16.0,36.0,3.0,8.125,4.0,4,0,29
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",136,7,17.0,35.0,4.0,8.0,3.0,3,0,23
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",140,8,18.0,33.0,4.0,7.777777777777778,2.0,2,0,19
Rajasthan Royals,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",152,9,19.0,30.0,5.0,8.0,1.0,1,0,7
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",6,0,1.0,6.0,0.0,6.0,19.0,10,1,159
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",12,0,2.0,12.0,0.0,6.0,18.0,10,1,153
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",24,0,3.0,24.0,0.0,8.0,17.0,10,1,141
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",27,1,4.0,27.0,1.0,6.75,16.0,9,1,138
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",35,1,5.0,35.0,1.0,7.0,15.0,9,1,130
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",42,1,6.0,36.0,1.0,7.0,14.0,9,1,123
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",53,1,7.0,41.0,1.0,7.571428571428571,13.0,9,0,112
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",60,1,8.0,36.0,1.0,7.5,12.0,9,0,105
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",70,2,9.0,43.0,1.0,7.777777777777778,11.0,8,0,95
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",85,2,10.0,50.0,1.0,8.5,10.0,8,0,80
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",96,2,11.0,54.0,1.0,8.727272727272727,9.0,8,0,69
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",105,2,12.0,52.0,1.0,8.75,8.0,8,0,60
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",111,2,13.0,51.0,1.0,8.538461538461538,7.0,8,0,54
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",119,4,14.0,49.0,2.0,8.5,6.0,6,0,46
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",124,4,15.0,39.0,2.0,8.266666666666667,5.0,6,0,41
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",128,4,16.0,32.0,2.0,8.0,4.0,6,0,37
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",135,4,17.0,30.0,2.0,7.9411764705882355,3.0,6,0,30
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",141,4,18.0,30.0,2.0,7.833333333333333,2.0,6,0,24
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",152,4,19.0,33.0,0.0,8.0,1.0,6,0,13
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,13,0,1.0,13.0,0.0,13.0,19.0,10,1,140
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,23,0,2.0,23.0,0.0,11.5,18.0,10,1,130
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,28,0,3.0,28.0,0.0,9.333333333333334,17.0,10,1,125
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,30,1,4.0,30.0,1.0,7.5,16.0,9,1,123
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,42,1,5.0,42.0,1.0,8.4,15.0,9,1,111
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,52,1,6.0,39.0,1.0,8.666666666666666,14.0,9,1,101
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,58,2,7.0,35.0,2.0,8.285714285714286,13.0,8,0,95
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,63,2,8.0,35.0,2.0,7.875,12.0,8,0,90
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,79,2,9.0,49.0,1.0,8.777777777777779,11.0,8,0,74
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,86,2,10.0,44.0,1.0,8.6,10.0,8,0,67
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,103,2,11.0,51.0,1.0,9.363636363636363,9.0,8,0,50
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,109,4,12.0,51.0,2.0,9.083333333333334,8.0,6,0,44
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,112,4,13.0,49.0,2.0,8.615384615384615,7.0,6,0,41
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,117,4,14.0,38.0,2.0,8.357142857142858,6.0,6,0,36
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,126,4,15.0,40.0,2.0,8.4,5.0,6,0,27
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,132,5,16.0,29.0,3.0,8.25,4.0,5,0,21
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,134,5,17.0,25.0,1.0,7.882352941176471,3.0,5,0,19
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,141,5,18.0,29.0,1.0,7.833333333333333,2.0,5,0,12
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,147,5,19.0,30.0,1.0,7.7368421052631575,1.0,5,0,6
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,7,0,1.0,7.0,0.0,7.0,19.0,10,1,174
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,22,0,2.0,22.0,0.0,11.0,18.0,10,1,159
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,32,0,3.0,32.0,0.0,10.666666666666666,17.0,10,1,149
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,38,0,4.0,38.0,0.0,9.5,16.0,10,1,143
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,41,0,5.0,41.0,0.0,8.2,15.0,10,1,140
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,50,0,6.0,43.0,0.0,8.333333333333334,14.0,10,1,131
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,65,0,7.0,43.0,0.0,9.285714285714286,13.0,10,0,116
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,73,0,8.0,41.0,0.0,9.125,12.0,10,0,108
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,77,0,9.0,39.0,0.0,8.555555555555555,11.0,10,0,104
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,88,0,10.0,47.0,0.0,8.8,10.0,10,0,93
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,100,1,11.0,50.0,1.0,9.090909090909092,9.0,9,0,81
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,104,2,12.0,39.0,2.0,8.666666666666666,8.0,8,0,77
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,110,2,13.0,37.0,2.0,8.461538461538462,7.0,8,0,71
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,118,3,14.0,41.0,3.0,8.428571428571429,6.0,7,0,63
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,126,3,15.0,38.0,3.0,8.4,5.0,7,0,55
Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,130,3,16.0,30.0,2.0,8.125,4.0,7,0,51
